mood_score,rolling_mood_3,rolling_sleep_3,sleep_hours,study_hours,screen_hours,day_of_week,is_weekend,sentiment_score,burnout_label
3.5395518918358215,3.5329536482333865,7.309274611115404,7.28754732760709,5.605437182174828,1.5228582487824882,5,1.0,0.323979046078047,0
2.1793399516287097,2.33654028158231,3.8605448125714164,5.136025430015207,7.2679840131979585,8.406258879874692,6,1.0,-0.7459682594299633,0
3.866682284628139,3.7531266120507047,6.988637007342177,8.000721913290331,1.8137775835825223,5.843313582678969,6,1.0,0.015577010695690298,0
3.668200535535315,3.84889288444809,8.000079493102996,8.304903546225942,4.543814226508636,4.38024538015151,4,0.0,-0.04112972299184669,0
2.521252823997058,2.530555599139011,3.927790640598028,3.6783436981538613,7.1070525793719765,5.322792718246944,3,0.0,0.7028470432087714,0
2.8357408745904857,2.912950253023564,4.503798289436827,4.716512789020291,5.350880341187967,8.799281125010712,3,0.0,-0.5365999523416652,0
3.916626039249833,3.6773719102112614,7.1325696228196955,7.004544645067656,8.574867767778205,7.974349396777698,4,0.0,2.0,0
2.6830479742286917,2.628324428206434,6.405171551247372,6.294011852250268,1.5753762761700885,5.654606663385148,0,0.0,-1.1056694089697237,0
3.3142665167813634,3.4035718538194684,7.331805510519228,6.773118147993138,1.3129959337238941,2.9244098470129445,2,0.0,0.18635933451227113,0
2.6384339967554307,2.601975270779003,4.738630825089044,5.435129715882272,6.970278988232251,3.114929588338572,1,0.0,0.23023255619143834,0
4.035620862798803,3.566261725435583,8.259931042984556,8.207036759780525,7.1913565943453825,8.033181431796587,3,0.0,0.4304750970138267,0
3.227413703985611,2.98060581834837,8.907697793389245,8.044467096686317,4.755524984286784,2.5500954507331364,6,1.0,-0.4123141076591953,0
3.389241392966146,3.4576044287422945,6.431648219316419,6.905649116097946,6.120907120105166,5.680982881740367,3,0.0,0.19341638979807538,0
3.6207746966741006,3.9216308951673744,8.227449078618285,8.603585931148853,6.913976048552235,13.238894743925737,4,0.0,-0.4515585882680669,1
3.5186575552967345,3.4721398259693754,7.599773241073037,7.5480149476032725,3.328114626540984,7.240814263599258,2,0.0,1.4985122130223034,0
2.1113717112242956,2.0135853386338765,4.790799655621218,5.425132059386819,3.574248737386612,8.004072850786512,2,0.0,-0.5080860300248137,0
2.902309683166838,3.1127610451859726,6.691417475075661,7.390001254531998,5.636370212156864,3.135204765960913,4,0.0,-0.11841664351349945,0
3.1646566999313053,3.166835834237284,5.057502659414965,5.265787838673601,7.279404607755556,2.6862855283344,1,0.0,-0.5306669339493826,0
3.3002141041478215,3.448831497380782,8.059088864931159,8.205520482091636,2.5182990693766354,8.148719500002738,6,1.0,-0.6402118589653667,0
2.3091685777245052,2.2500249607357805,7.170999108924374,6.720118542421996,4.744720446549456,5.237649629983884,0,0.0,-1.1208692631979493,0
3.3657702825155638,3.28453112822997,5.966192481675045,6.504220218327583,4.638255747079791,9.16877800022192,1,0.0,0.5376533489477676,0
1.897220687384345,2.061612346802577,5.728800002722964,5.710512728953693,6.161305941598358,6.386459741586201,5,1.0,-0.538254566034276,0
2.672237221345195,2.806736035281914,9.49665327303333,8.75606614187845,5.1799937489796815,15.602179520985354,0,0.0,-0.63772011408258,1
3.3000096890368953,3.2358454583032175,7.257643015643052,6.552752828689917,3.944467757253424,4.724736498653959,2,0.0,-0.7705352338787901,0
2.6943537086411213,2.469510257138225,6.048560415414319,6.1146754845390285,8.071701295742033,7.050655128811458,2,0.0,0.24350699359275377,0
3.101036194221503,2.7671998265870688,6.34993619425091,6.236586319218833,3.9597077922721144,3.855806711013832,6,1.0,0.017339607317598454,0
3.4888051678882883,3.1813133977791006,7.108551728499545,7.651694696885357,4.528178365050657,9.05661602876156,1,0.0,0.021006615927891326,0
3.197673451652149,3.0710262778252178,7.558022879760889,7.384710502982525,1.539555437384866,7.459383463460572,3,0.0,-0.6090883861301425,0
3.2643871152124135,3.3277058435268057,8.378577995209653,7.460372178553581,3.5586604832544415,3.674787395781316,3,0.0,0.3481862250677976,0
3.5427844126457506,3.2096568719761476,8.268913841343128,7.4893136048126125,6.386974975579815,5.413330785893745,5,1.0,-0.5298789823575903,0
4.497652443167213,4.177577040780882,9.986652964886432,10.0,5.9373844996161775,9.973953888451423,3,0.0,0.05614497338992355,0
2.5057516571544722,2.5812638706113984,6.357276641908033,6.149735973784615,6.578889077151253,9.64961458450563,0,0.0,-0.11178661110569794,0
2.4721865474153693,2.7859322418986365,5.539110985344352,5.98041163348554,6.467259257675042,2.451131773982756,6,1.0,-1.3507878241073885,0
3.070477870450892,3.2882346199246393,4.940121491107131,5.497963634803395,10.001742283478855,5.011881961923044,1,0.0,1.623027215777822,0
3.6727053245205354,3.3043782828081807,7.567010139113247,7.785567076120793,3.479924696872107,11.187771242001812,4,0.0,0.4598301492266904,0
3.711827427928895,3.790174085369286,8.768809827370845,8.606355668353427,1.4753253900999872,5.8186199381242485,1,0.0,0.14416486855595542,0
3.143093651043045,3.334253265629818,7.0508390863458965,6.6176840677522,2.7837281090354953,6.765240789282998,0,0.0,0.27042871497242243,0
2.7969928847347942,2.697941044773424,5.408191215626749,5.455749636859955,3.58160077758734,9.042716174982209,1,0.0,1.6418641248856358,0
2.896385043046001,2.8490103315205335,5.74492056025078,5.4808300548940165,2.9590480457811053,2.6731633929942604,6,1.0,0.9094931493149883,0
3.8005564806900836,3.867257817206099,6.309865723763596,7.840948460519522,5.415419949583165,3.732816756940625,6,1.0,0.2790112108742353,0
3.0890749379520117,3.1866362027098205,8.091474754229179,7.989206673925508,8.08110628278115,5.39601247531507,4,0.0,-0.566646812496248,0
3.187928297362429,3.263352952818459,7.296912987257619,7.669046829288312,8.741215867830803,9.522483773609174,5,1.0,-0.44043302703253295,0
2.5176484556486325,2.662504591691812,4.984683526093299,5.735184468338089,6.35990955424719,9.023366440281203,6,1.0,-1.4426051020147026,0
3.709486967038468,3.7526177868209034,7.443849947685312,7.171458116906751,10.124926095544236,8.213369191405164,2,0.0,-0.2946259228202465,0
3.4074716365317324,3.282308274249075,7.854993492380866,6.986697294625165,4.380341969897236,5.894268138588924,5,1.0,0.5294706963802143,0
3.882433060229106,3.7931807410782072,7.141671137857423,7.149901754766421,1.4452062033944197,9.319838291735174,3,0.0,0.506903118618008,0
4.166762678511734,4.0109284167939245,8.722162204722919,8.194286044717103,7.62230955614279,5.857857876736562,1,0.0,0.4929167965578238,0
3.381184951017706,3.288973053501984,6.907127715003397,7.157752878039491,0.9712328989771564,7.8305136334055,3,0.0,-0.4122912656067794,0
3.305840525948977,3.4181854375462906,9.117979460974015,7.886261700915032,3.4634930477904504,8.732505233565433,0,0.0,0.44083486590585563,0
3.3234612437673667,3.1689084175888986,5.962408829402573,6.9081265111822265,6.396258134572432,10.851414182278745,4,0.0,0.6593472318307314,1
2.51330678882761,2.7272982218693618,7.202069279721558,7.262591037903975,4.9645225958878045,6.1179236216290676,1,0.0,-1.7815629913253042,0
4.217101053423352,4.019437174359819,8.26092446135801,7.810061161341665,4.760808645395537,5.290952403444673,0,0.0,0.24353797220116058,0
3.163947819997114,3.204595954265222,4.45002940458577,4.468550688230934,2.4841829245139864,9.766703479528589,4,0.0,1.6648406105148994,0
2.776383593218331,2.9435482088724223,7.114375518283117,6.288526053828318,5.175154504303325,9.974001962442784,2,0.0,-0.23317162135922165,0
2.8579951289957766,2.947755168816713,4.8035583251534275,6.047403753131527,7.508423724096922,4.802888870546147,3,0.0,-2.0,0
2.506861943867213,2.1373661443096816,5.711080061379055,5.777795442810652,5.245926208032843,3.2864089239664844,0,0.0,-0.6501270815794501,0
2.6664308250876823,2.6930822893890656,6.210173434868725,6.359772398037306,3.29048047682556,9.561393058648504,0,0.0,-1.451631432909167,0
4.081957400238597,3.9343983005878953,9.125719406279364,9.191906097975034,2.33066154062614,1.8373360912924888,6,1.0,-0.5074878945013701,0
2.534951910116915,2.2705063882486605,4.464908163805257,5.41467021489081,3.3379324592021695,1.6994361429375395,4,0.0,-0.9792527849215369,0
3.8011859945599746,3.8457621153338843,8.17444114186728,8.34924536734637,6.102367630553024,5.545603190016483,2,0.0,0.7446843579366834,0
2.901190999863903,2.651405581229838,3.9049012387119904,4.107408365414712,5.990285203427334,6.276587232468717,4,0.0,0.6228118439494014,0
3.069526230177325,3.1184881888053075,6.41008522626021,6.26418395202276,3.3588336686299627,3.1381291510515616,5,1.0,0.2743900007827921,0
3.9500516667844985,4.241246726142078,7.719361930274909,7.060404904168009,0.1152533294412672,6.599033713618385,0,0.0,0.980985109303023,0
